accession	name	segment	date	host	country	abbreviation	virus	strain
JN579881	GD09EV484	N/A	2009	Human	2009	China	N/A	GD09EV484
JN579883	GD09EV482	N/A	2009	Human	2009	China	N/A	GD09EV482
JN579889	2010-EV71-974-2010	N/A	2010	Human	2010	China	N/A	2010-EV71-974-2010
JN579894	2010-EV71-801-2010	N/A	2010	Human	2010	China	N/A	2010-EV71-801-2010
JN579902	2010-EV71-599-2010	N/A	2010	Human	2010	China	N/A	2010-EV71-599-2010
JN579903	2010-EV71-579-2010	N/A	2010	Human	2010	China	N/A	2010-EV71-579-2010
JN579909	2010-EV71-546-2010	N/A	2010	Human	2010	China	N/A	2010-EV71-546-2010
JN579914	2010-EV71-495-2010	N/A	2010	Human	2010	China	N/A	2010-EV71-495-2010
JN835275	G283-922F/HeN/CHN/2009	N/A	2009-05-01	Human	2009-05-01	China	C4a	G283-922F/HeN/CHN/2009
JN835284	M184-1177F/HeN/CHN/2009	N/A	2009-04-25	Human	2009-04-25	China	C4a	M184-1177F/HeN/CHN/2009
JN864022	EV71/Ningbo.CHN/087/2009	N/A	2010	Human	2010	China	C4	EV71/Ningbo.CHN/087/2009
JN874553	C1-4215-TW-98	N/A	1998	Human	1998	Taiwan	C1	C1-4215-TW-98
JN944859	Nj031-JS-CHN2010	N/A	2010-08-20	Human	2010-08-20	China	N/A	Nj031-JS-CHN2010
JN944864	Nj047-JS-CHN2010	N/A	2010-08-20	Human	2010-08-20	China	N/A	Nj047-JS-CHN2010
JN992284	BRU/2006/35334	N/A	N/A	Mouse	N/a	Brunei	N/A	BRU/2006/35334
JQ003951	EV71/Ningbo.CHN/310/2009	N/A	2009-07-03	Human	2009-07-03	China	C4	EV71/Ningbo.CHN/310/2009
JQ003959	EV71/Ningbo.CHN/216/2003	N/A	2003-05-17	Human	2003-05-17	China	C4	EV71/Ningbo.CHN/216/2003
JQ003971	EV71/Yuyao.CHN/244/2010	N/A	2010-07-17	Human	2010-07-17	China	C4	EV71/Yuyao.CHN/244/2010
JQ003976	EV71/Cixi.CHN/014/2010	N/A	2010-06-23	Human	2010-06-23	China	C4	EV71/Cixi.CHN/014/2010
JQ003978	EV71/Ningbo.CHN/347/2009	N/A	2009-08-02	Human	2009-08-02	China	C4	EV71/Ningbo.CHN/347/2009
JQ042698	09-4377	N/A	2009	Human	2009	China	N/A	09-4377
JQ074188	EV71/Jinan1004	N/A	2010-07	Human	2010-07	China	N/A	EV71/Jinan1004
JQ315061	Ningbo.CHN/015/2011	N/A	2011-03-11	Human	2011-03-11	China	Human enterovirus 71	Ningbo.CHN/015/2011
JQ315081	Cixi.CHN/169/2010	N/A	2010-05-21	Human	2010-05-21	China	Human enterovirus 71	Cixi.CHN/169/2010
JQ315083	Cixi.CHN/192/2010	N/A	2010-06-10	Human	2010-06-10	China	Human enterovirus 71	Cixi.CHN/192/2010
JQ315087	Cixi.CHN/266/2010	N/A	2010-08-03	Human	2010-08-03	China	Human enterovirus 71	Cixi.CHN/266/2010
JQ315089	Cixi.CHN/287/2010	N/A	2010-08-11	Human	2010-08-11	China	Human enterovirus 71	Cixi.CHN/287/2010
JQ320231	3499	N/A	2009	Human	2009	China	EV71	3499
JQ326298	03284/SD/CHN/03	N/A	2003	Human	2003	China	N/A	03284/SD/CHN/03
JQ326299	07124/SD/CHN/07	N/A	2007	Human	2007	China	N/A	07124/SD/CHN/07
JQ326300	08266/SD/CHN/08	N/A	2008	Human	2008	China	N/A	08266/SD/CHN/08
JQ409490	NJ02/JS/CHN/2010	N/A	2010-06-20	Human	2010-06-20	China	N/A	NJ02/JS/CHN/2010
JQ411006	EV71/CMU33-1/BJ/CHN/2009	N/A	2009	Human	2009	China	N/A	EV71/CMU33-1/BJ/CHN/2009
JQ639019	Zhenjiang201006	N/A	2010	Human	2010	China	N/A	Zhenjiang201006
JQ639021	Zhenjiang201008	N/A	2010	Human	2010	China	N/A	Zhenjiang201008
JQ708209	BJ	N/A	2010-05-05	Human	2010-05-05	China	N/A	BJ
JQ766127	SCDC05	N/A	2011-02-22	Human	2011-02-22	China	N/A	SCDC05
JQ766132	SCDC032010	N/A	2011-02-22	Human	2011-02-22	China	N/A	SCDC032010
JQ766135	SCDC062010	N/A	2011-02-22	Human	2011-02-22	China	N/A	SCDC062010
JQ766145	SCDC062011	N/A	2011-02-22	Human	2011-02-22	China	N/A	SCDC062011
JQ766147	SCDC082011	N/A	2011-02-22	Human	2011-02-22	China	N/A	SCDC082011
JQ766161	C10915	N/A	2011-02-22	Human	2011-02-22	China	N/A	C10915
JQ766172	Shanghai10-MH704	N/A	2008-08-05	Human	2008-08-05	China	N/A	Shanghai10-MH704
JQ766178	Shanghai08-79V2	N/A	2008-08-05	Human	2008-08-05	China	N/A	Shanghai08-79V2
JQ766180	Shanghai08-171R4	N/A	2008-08-05	Human	2008-08-05	China	N/A	Shanghai08-171R4
JQ766182	Jiangsu2008-LYG47	N/A	2008-04-05	Human	2008-04-05	China	N/A	Jiangsu2008-LYG47
JQ766187	Jiangsu2008-LYG240	N/A	2008-04-05	Human	2008-04-05	China	N/A	Jiangsu2008-LYG240
JQ766192	WHEV	N/A	2011-06-04	Human	2011-06-04	China	N/A	WHEV
JQ766198	HuN09-2	N/A	2009-07-03	Human	2009-07-03	China	N/A	HuN09-2
JQ766215	2008-07	N/A	2010-04-06	Human	2010-04-06	China	N/A	2008-07
JQ766217	2008-09	N/A	2010-04-06	Human	2010-04-06	China	N/A	2008-09
JQ766224	2009-01	N/A	2010-04-06	Human	2010-04-06	China	N/A	2009-01
JQ766236	2009-13	N/A	2010-04-06	Human	2010-04-06	China	N/A	2009-13
JQ965759	540V/VNM/05	N/A	N/A	Unknown	N/a	Viet Nam	N/A	540V/VNM/05
JQ973702	29256_RUS_2007	N/A	2007	Human	2007	Russia	N/A	29256_RUS_2007
JX025561	FY7VP5/AH/CHN/2008	N/A	2008	Human	2008	China	N/A	FY7VP5/AH/CHN/2008
JX098270	2010082	N/A	2011-02-25	Human	2011-02-25	China	C4	2010082
JX103500	49/HZ/GD/China/2010	N/A	2010	Human	2010	China	N/A	49/HZ/GD/China/2010
JX103504	292/HZ/GD/CHN	N/A	2011	Human	2011	China	N/A	292/HZ/GD/CHN
JX103505	440/HZ/GD/CHN	N/A	2011	Human	2011	China	N/A	440/HZ/GD/CHN
JX203261	AS69-2011	N/A	2011-10-30	Human	2011-10-30	China	EV71	AS69-2011
JX203265	GY25-2011	N/A	2011-10-30	Human	2011-10-30	China	EV71	GY25-2011
JX203270	LPS8-2011	N/A	2011-10-30	Human	2011-10-30	China	EV71	LPS8-2011
JX203282	ZY30-2011	N/A	2011-10-30	Human	2011-10-30	China	EV71	ZY30-2011
JX203307	14QN-2010	N/A	2010-10-30	Human	2010-10-30	China	EV71	14QN-2010
JX203312	189GY-2010	N/A	2010-10-30	Human	2010-10-30	China	EV71	189GY-2010
JX203313	239GY-2010	N/A	2010-10-30	Human	2010-10-30	China	EV71	239GY-2010
JX203314	250GY-2010	N/A	2010-10-30	Human	2010-10-30	China	EV71	250GY-2010
JX203315	252GY-2010	N/A	2010-10-30	Human	2010-10-30	China	EV71	252GY-2010
JX203324	28BJ-2010	N/A	2010-10-30	Human	2010-10-30	China	EV71	28BJ-2010
JX203325	28-2BJ-2010	N/A	2010-10-30	Human	2010-10-30	China	EV71	28-2BJ-2010
JX203328	31BJ-2010	N/A	2010-10-30	Human	2010-10-30	China	EV71	31BJ-2010
JX203333	33-2BJ-2010	N/A	2010-10-30	Human	2010-10-30	China	EV71	33-2BJ-2010
JX203334	34BJ-2010	N/A	2010-10-30	Human	2010-10-30	China	EV71	34BJ-2010
JX203336	39-2BJ-2010	N/A	2010-10-30	Human	2010-10-30	China	EV71	39-2BJ-2010
JX203342	44-2BJ-2010	N/A	2010-10-30	Human	2010-10-30	China	EV71	44-2BJ-2010
JX203345	49BJ-2010	N/A	2010-10-30	Human	2010-10-30	China	EV71	49BJ-2010
JX203346	49-2BJ-2010	N/A	2010-10-30	Human	2010-10-30	China	EV71	49-2BJ-2010
JX203352	35TR-2010	N/A	2010-10-30	Human	2010-10-30	China	EV71	35TR-2010
JX203355	37TR-2010	N/A	2010-10-30	Human	2010-10-30	China	EV71	37TR-2010
JX203367	56LPS-2010	N/A	2010-10-30	Human	2010-10-30	China	EV71	56LPS-2010
JX203368	57LPS-2010	N/A	2010-10-30	Human	2010-10-30	China	EV71	57LPS-2010
JX203380	3-2008	N/A	2008-10-30	Human	2008-10-30	China	EV71	3-2008
JX297492	EV71/CMU4201-1/BJ/CHN/2007	N/A	2007	Human	2007	China	C4	EV71/CMU4201-1/BJ/CHN/2007
JX297495	EV71/CMU0804-1/BJ/CHN/2008	N/A	2008	Human	2008	China	C4	EV71/CMU0804-1/BJ/CHN/2008
JX297502	EV71/CMU5233-1/BJ/CHN/2008	N/A	2008	Human	2008	China	C4	EV71/CMU5233-1/BJ/CHN/2008
JX297504	EV71/CMU5311-1/BJ/CHN/2008	N/A	2008	Human	2008	China	C4	EV71/CMU5311-1/BJ/CHN/2008
JX427561	1201/NC/CHN/2012	N/A	2012-06	Human	2012-06	China	EV71	1201/NC/CHN/2012
JX455106	TJ2010-EV71-36	N/A	2010-06	Human	2010-06	China	N/A	TJ2010-EV71-36
JX509920	201107	N/A	2011-06-11	Human	2011-06-11	China	C4a	201107
JX509921	201106	N/A	2011-06-11	Human	2011-06-11	China	C4a	201106
JX678875	FY17.08-4/AH/CHN/2008	N/A	2008-04	Human	2008-04	China	C4	FY17.08-4/AH/CHN/2008
JX678884	SD09-21/SD/CHN/2009	N/A	2009-03-30	Human	2009-03-30	China	C4	SD09-21/SD/CHN/2009
JX678886	SH-6/SH/CHN/2002	N/A	2002	Human	2002	China	C4	SH-6/SH/CHN/2002
JX961706	233/HZ/GD/CHN	N/A	2011-11-15	Human	2011-11-15	China	N/A	233/HZ/GD/CHN
JX986738	Wuhan1117/HuB/CHN/2011	N/A	2011	Human	2011	China	C4	Wuhan1117/HuB/CHN/2011
KC222957	HCM30-VNM-2011	N/A	2011-04-20	Human	2011-04-20	Viet Nam	N/A	HCM30-VNM-2011
KC222970	HCM132-VNM-2011	N/A	2011-05-24	Human	2011-05-24	Viet Nam	N/A	HCM132-VNM-2011
KC436273	V04-2216042	N/A	2004-04	Human	2004-04	Hong Kong	N/A	V04-2216042
KC556891	52-ZZ-HN-CHN-2010	N/A	2010	Human	2010	China	C4a	52-ZZ-HN-CHN-2010
KC493674	40-ZZ-HN-CHN-2010	N/A	2010	Human	2010	China	C4a	40-ZZ-HN-CHN-2010
KC589304	ROU09-FRA11	N/A	2011-01-11	Human	2011-01-11	France	EV-71	ROU09-FRA11
KC689919	GZ3298/GD/CHN/2010	N/A	2010	Human	2010	China	N/A	GZ3298/GD/CHN/2010
KC689920	GZ3077/GD/CHN/2010	N/A	2010	Human	2010	China	N/A	GZ3077/GD/CHN/2010
KC689922	GZ3049/GD/CHN/2010	N/A	2010	Human	2010	China	N/A	GZ3049/GD/CHN/2010
KC689929	GZ3053/GD/CHN/2010	N/A	2010	Human	2010	China	N/A	GZ3053/GD/CHN/2010
KC689932	GZ5425/GD/CHN/2012	N/A	2012	Human	2012	China	N/A	GZ5425/GD/CHN/2012
KC689942	GZ3802/GD/CHN/2009	N/A	2009	Human	2009	China	N/A	GZ3802/GD/CHN/2009
KC689952	GZ3882/GD/CHN/2009	N/A	2009	Human	2009	China	N/A	GZ3882/GD/CHN/2009
KC689971	GZ5229/GD/CHN/2012	N/A	2012	Human	2012	China	N/A	GZ5229/GD/CHN/2012
KC689975	GZ5380/GD/CHN/2012	N/A	2012	Human	2012	China	N/A	GZ5380/GD/CHN/2012
KC689979	GZ5398/GD/CHN/2012	N/A	2012	Human	2012	China	N/A	GZ5398/GD/CHN/2012
KC689987	GZ3217/GD/CHN/2010	N/A	2010	Human	2010	China	N/A	GZ3217/GD/CHN/2010
KC689988	GZ3318/GD/CHN/2010	N/A	2010	Human	2010	China	N/A	GZ3318/GD/CHN/2010
KC866629	JB14080040	N/A	2008-04	Human	2008-04	China	N/A	JB14080040
KC866631	JB14080050	N/A	2008-04	Human	2008-04	China	N/A	JB14080050
KC866640	JB14080110	N/A	2008-05	Human	2008-05	China	N/A	JB14080110
KC866642	JB14080132	N/A	2008-05	Human	2008-05	China	N/A	JB14080132
KC866646	JB14080184	N/A	2008-05	Human	2008-05	China	N/A	JB14080184
KC866661	JB14080283	N/A	2008-05	Human	2008-05	China	N/A	JB14080283
KC866665	JB14080294	N/A	2008-05	Human	2008-05	China	N/A	JB14080294
KC866670	JB14080304	N/A	2008-05	Human	2008-05	China	N/A	JB14080304
KC866678	JB14080356	N/A	2008-05	Human	2008-05	China	N/A	JB14080356
KC866693	JB14080530	N/A	2008-07	Human	2008-07	China	N/A	JB14080530
KC866694	JB14080533	N/A	2008-06	Human	2008-06	China	N/A	JB14080533
KC866697	JB14080550	N/A	2008-06	Human	2008-06	China	N/A	JB14080550
KC866700	JB14080576	N/A	2008-06	Human	2008-06	China	N/A	JB14080576
KC866717	JB143090003	N/A	2009-03	Human	2009-03	China	N/A	JB143090003
KC866723	JB143090079	N/A	2009-04	Human	2009-04	China	N/A	JB143090079
KC866725	JB143090086	N/A	2009-05	Human	2009-05	China	N/A	JB143090086
KC866746	JB141030049	N/A	2010-05	Human	2010-05	China	N/A	JB141030049
KC866762	JB141030219	N/A	2010-09	Human	2010-09	China	N/A	JB141030219
KC866770	JB141130142	N/A	2011-06	Human	2011-06	China	N/A	JB141130142
KC866785	JB141230208	N/A	2012-09	Human	2012-09	China	N/A	JB141230208
KC866807	JB141210025	N/A	2012-06	Human	2012-06	China	N/A	JB141210025
KC878532	273	N/A	2011-05-01	Human	2011-05-01	China	C4	273
KC878540	11-2	N/A	2012-04-01	Human	2012-04-01	China	C4	11-2
KC878542	11-4	N/A	2012-04-01	Human	2012-04-01	China	C4	11-4
KC878545	11-8	N/A	2012-04-01	Human	2012-04-01	China	C4	11-8
KC878556	E7	N/A	2011-05-01	Human	2011-05-01	China	C4	E7
KC879420	27578_EV71_RUS_2007	N/A	2007	Unknown	2007	Russia	N/A	27578_EV71_RUS_2007
KC879513	34020_EV71_RUS_2009	N/A	2009	Unknown	2009	Russia	N/A	34020_EV71_RUS_2009
KC879451	38555_EV71_KGZ_2010	N/A	2010	Unknown	2010	Kyrgyzstan	N/A	38555_EV71_KGZ_2010
KC894870	EV0590-Johor-2010	N/A	2010-04-22	Human	2010-04-22	Malaysia	B5	EV0590-Johor-2010
KC894876	EV1233-Kedah-2010	N/A	2010-07-26	Human	2010-07-26	Malaysia	B5	EV1233-Kedah-2010
KC894878	EV1299-Melaka-2010	N/A	2010-08-09	Human	2010-08-09	Malaysia	B5	EV1299-Melaka-2010
KC894892	EV0791-Johor-2012	N/A	2012-04-19	Human	2012-04-19	Malaysia	B5	EV0791-Johor-2012
KC894894	EV0891-Johor-2012	N/A	2012-05-17	Human	2012-05-17	Malaysia	B5	EV0891-Johor-2012
KC894902	EV1325-Johor-2012	N/A	2012-08-26	Human	2012-08-26	Malaysia	B5	EV1325-Johor-2012
KC894903	EV0997-Pahang-2012	N/A	2012-06-06	Human	2012-06-06	Malaysia	B5	EV0997-Pahang-2012
KF134482	A2011116	N/A	2011	Human	2011	Taiwan	N/A	A2011116
KF150170	123/LY/CHN/AM/10/EV71	N/A	2010	Human	2010	China	N/A	123/LY/CHN/AM/10/EV71
KF150173	201/LY/CHN/AM/10/EV71	N/A	2010	Human	2010	China	N/A	201/LY/CHN/AM/10/EV71
KF154289	C4a-01279-TW-2010	N/A	2010-04-26	Human	2010-04-26	Taiwan	C4a	C4a-01279-TW-2010
KF154297	B5-03179-TW-2011	N/A	2011-11-02	Human	2011-11-02	Taiwan	B5	B5-03179-TW-2011
KF154299	B5-03400-TW-2011	N/A	2011-11-17	Human	2011-11-17	Taiwan	B5	B5-03400-TW-2011
KF154304	B5-03585-TW-2011	N/A	2011-12-01	Human	2011-12-01	Taiwan	B5	B5-03585-TW-2011
KF154312	B5-00419-TW-2012	N/A	2012-01-29	Human	2012-01-29	Taiwan	B5	B5-00419-TW-2012
KF154324	B5-01295-TW-2012	N/A	2012-04-12	Human	2012-04-12	Taiwan	B5	B5-01295-TW-2012
KF154346	B5-96059-TW-2012	N/A	2012-07-07	Human	2012-07-07	Taiwan	B5	B5-96059-TW-2012
KF306101	C2-NHRIEV95528-TW-Jun-25-12	N/A	2012-06-25	Human	2012-06-25	Taiwan	C2	C2-NHRIEV95528-TW-Jun-25-12
KF501389	EV71/wuhan/3018/2010	N/A	2010	Human	2010	China	A	EV71/wuhan/3018/2010
KF543271	SEP4	N/A	2012-06-17	Human	2012-06-17	Cambodia	C4	SEP4
KX372318	SiICRC05/TH/2012	N/A	2012-08-28	Human	2012-08-28	Thailand	N/A	SiICRC05/TH/2012
KX372316	SiICRC03/TH/2012	N/A	2012-10-02	Human	2012-10-02	Thailand	N/A	SiICRC03/TH/2012
KF772902	SK096/2013	N/A	2013	Unknown	2013	Malaysia	N/A	SK096/2013
KF798219	KM11-20	N/A	2011-05-15	Human	2011-05-15	China	C4	KM11-20
KF853485	LY10018/SD/CHN/2010/EV71	N/A	2010-12	Human	2010-12	China	N/A	LY10018/SD/CHN/2010/EV71
KF853489	LY10027/SD/CHN/2010/EV71	N/A	2010-12	Human	2010-12	China	N/A	LY10027/SD/CHN/2010/EV71
KF853501	LY10046/SD/CHN/2010/EV71	N/A	2010-12	Human	2010-12	China	N/A	LY10046/SD/CHN/2010/EV71
KF853506	LY10054/SD/CHN/2010/EV71	N/A	2010-12	Human	2010-12	China	N/A	LY10054/SD/CHN/2010/EV71
KF853515	LY10074/SD/CHN/2010/EV71	N/A	2010-12	Human	2010-12	China	N/A	LY10074/SD/CHN/2010/EV71
KF853522	LY10085/SD/CHN/2010/EV71	N/A	2010-12	Human	2010-12	China	N/A	LY10085/SD/CHN/2010/EV71
KF853523	LY10086/SD/CHN/2010/EV71	N/A	2010-12	Human	2010-12	China	N/A	LY10086/SD/CHN/2010/EV71
KF853525	LY10093/SD/CHN/2010/EV71	N/A	2010-12	Human	2010-12	China	N/A	LY10093/SD/CHN/2010/EV71
KF853542	LY10130/SD/CHN/2010/EV71	N/A	2010-12	Human	2010-12	China	N/A	LY10130/SD/CHN/2010/EV71
KF906423	V08-179	N/A	2008	Human	2008	India	N/A	V08-179
KF925276	FL005T/AH/CHN/2011	N/A	2011-11-30	Human	2011-11-30	China	C4	FL005T/AH/CHN/2011
KF925285	FL018T/AH/CHN/2011	N/A	2011-11-30	Human	2011-11-30	China	C4	FL018T/AH/CHN/2011
KT354870	N1745-TW08	N/A	2011-07-01	Human	2011-07-01	Taiwan	N/A	N1745-TW08
KF974792	M988-TW12	N/A	2012	Human	2012	Taiwan	N/A	M988-TW12
KF974796	M957-TW12	N/A	2012	Human	2012	Taiwan	N/A	M957-TW12
KJ156341	CS688/HN/CHN/12	N/A	2012	Human	2012	China	C4	CS688/HN/CHN/12
KJ185132	LY10002/SD/CHN/2010/EV71	N/A	2010-12-01	Human	2010-12-01	China	N/A	LY10002/SD/CHN/2010/EV71
KJ185137	LY10012/SD/CHN/2010/EV71	N/A	2010-12-01	Human	2010-12-01	China	N/A	LY10012/SD/CHN/2010/EV71
KJ185141	LY10033/SD/CHN/2010/EV71	N/A	2010-12-01	Human	2010-12-01	China	N/A	LY10033/SD/CHN/2010/EV71
KJ185162	LY10123/SD/CHN/2010/EV71	N/A	2010-12-01	Human	2010-12-01	China	N/A	LY10123/SD/CHN/2010/EV71
KJ185167	LY10157/SD/CHN/2010/EV71	N/A	2010-12-01	Human	2010-12-01	China	N/A	LY10157/SD/CHN/2010/EV71
KJ185170	LY10164/SD/CHN/2010/EV71	N/A	2010-12-01	Human	2010-12-01	China	N/A	LY10164/SD/CHN/2010/EV71
KJ186973	C4a-70365-TW-2010	N/A	2010-06-02	Human	2010-06-02	Taiwan	C4a	C4a-70365-TW-2010
KJ188635	SHC040/CHN/2011	N/A	2011-05	Human	2011-05	China	C4	SHC040/CHN/2011
KJ632499	wenzhou227	N/A	2011	Human	2011	China	N/A	wenzhou227
KJ645797	42934_KAZ_2012	N/A	2012	Human	2012	Kazakhstan	N/A	42934_KAZ_2012
KJ645806	46605_RUS_2013	N/A	2013	Human	2013	Russia	N/A	46605_RUS_2013
KJ686129	EV71/Homo sapiens/VNM/150/2012	N/A	2012-05-24	Human	2012-05-24	Viet Nam	N/A	EV71/Homosapiens/VNM/150/2012
KJ686138	EV71/Homo sapiens/VNM/117/2012	N/A	2012-04-12	Human	2012-04-12	Viet Nam	N/A	EV71/Homosapiens/VNM/117/2012
KJ686139	EV71/Homo sapiens/VNM/43/2012	N/A	2012-01-01	Human	2012-01-01	Viet Nam	N/A	EV71/Homosapiens/VNM/43/2012
KJ686173	EV71/Homo sapiens/VNM/19/2011	N/A	2011-10-21	Human	2011-10-21	Viet Nam	N/A	EV71/Homosapiens/VNM/19/2011
KJ686177	EV71/Homo sapiens/VNM/2/2011	N/A	2011-08-30	Human	2011-08-30	Viet Nam	N/A	EV71/Homosapiens/VNM/2/2011
KJ686197	EV71/Homo sapiens/VNM/64/2012	N/A	2012-02-13	Human	2012-02-13	Viet Nam	N/A	EV71/Homosapiens/VNM/64/2012
KJ686207	EV71/Homo sapiens/VNM/237/2011	N/A	2011-12-04	Human	2011-12-04	Viet Nam	N/A	EV71/Homosapiens/VNM/237/2011
KJ686212	EV71/Homo sapiens/VNM/3/2011	N/A	2011-09-15	Human	2011-09-15	Viet Nam	N/A	EV71/Homosapiens/VNM/3/2011
KJ686216	EV71/Homo sapiens/VNM/142/2012	N/A	2012-05-09	Human	2012-05-09	Viet Nam	N/A	EV71/Homosapiens/VNM/142/2012
KJ686237	EV71/Homo sapiens/VNM/212/2011	N/A	2011-11-05	Human	2011-11-05	Viet Nam	N/A	EV71/Homosapiens/VNM/212/2011
KJ686244	EV71/Homo sapiens/VNM/73/2012	N/A	2012-02-26	Human	2012-02-26	Viet Nam	N/A	EV71/Homosapiens/VNM/73/2012
KJ686248	EV71/Homo sapiens/VNM/127/2012	N/A	2012-04-21	Human	2012-04-21	Viet Nam	N/A	EV71/Homosapiens/VNM/127/2012
KJ686257	EV71/Homo sapiens/VNM/222/2011	N/A	2011-11-22	Human	2011-11-22	Viet Nam	N/A	EV71/Homosapiens/VNM/222/2011
KJ686265	EV71/Homo sapiens/VNM/24/2011	N/A	2011-10-25	Human	2011-10-25	Viet Nam	N/A	EV71/Homosapiens/VNM/24/2011
KJ686267	EV71/Homo sapiens/VNM/119/2012	N/A	2012-04-12	Human	2012-04-12	Viet Nam	N/A	EV71/Homosapiens/VNM/119/2012
KJ686276	EV71/Homo sapiens/VNM/22/2011	N/A	2011-10-24	Human	2011-10-24	Viet Nam	N/A	EV71/Homosapiens/VNM/22/2011
KJ686278	EV71/Homo sapiens/VNM/209/2011	N/A	2011-10-26	Human	2011-10-26	Viet Nam	N/A	EV71/Homosapiens/VNM/209/2011
KJ686282	EV71/Homo sapiens/VNM/130/2012	N/A	2012-04-24	Human	2012-04-24	Viet Nam	N/A	EV71/Homosapiens/VNM/130/2012
KJ686305	EV71/Homo sapiens/VNM/63/2012	N/A	2012-02-07	Human	2012-02-07	Viet Nam	N/A	EV71/Homosapiens/VNM/63/2012
KJ772424	11072/SD/CHN	N/A	2011	Human	2011	China	A71	11072/SD/CHN
KJ772429	11298C1/SD/CHN	N/A	2011	Human	2011	China	A71	11298C1/SD/CHN
KJ772437	13112/SD/CHN	N/A	2013	Human	2013	China	A71	13112/SD/CHN
KJ772439	13164/SD/CHN	N/A	2013	Human	2013	China	A71	13164/SD/CHN
KJ784498	CS98/HN/CHN/12	N/A	2012	Human	2012	China	C4	CS98/HN/CHN/12
KJ865515	104328/GZ/2010/EV71	N/A	2010	Human	2010	China	N/A	104328/GZ/2010/EV71
KJ865517	109834/GZ/2010/EV71	N/A	2010	Human	2010	China	N/A	109834/GZ/2010/EV71
KM023176	46615_RUS_2013	N/A	2013	Human	2013	Russia	C4	46615_RUS_2013
KM023191	48610_RUS_2013	N/A	2013	Human	2013	Russia	C4	48610_RUS_2013
KM201234	HeN-11-Sanmenxia-7	N/A	2011-12-12	Human	2011-12-12	China	C4a	HeN-11-Sanmenxia-7
KM201239	HeN-11-Sanmenxia-23	N/A	2011-12-12	Human	2011-12-12	China	C4a	HeN-11-Sanmenxia-23
KM201242	HeN-11-Sanmenxia-33	N/A	2011-12-12	Human	2011-12-12	China	C4a	HeN-11-Sanmenxia-33
KM201244	HeN-11-Sanmenxia-38	N/A	2011-12-12	Human	2011-12-12	China	C4a	HeN-11-Sanmenxia-38
KM201249	HeN-11-Sanmenxia-46	N/A	2011-12-12	Human	2011-12-12	China	C4a	HeN-11-Sanmenxia-46
KM260010	1938-Henan-2010	N/A	2010-06-22	Human	2010-06-22	China	N/A	1938-Henan-2010
KM260013	9-Henan-2011	N/A	2011-01-24	Human	2011-01-24	China	N/A	9-Henan-2011
KM260015	153-Henan-2011	N/A	2011-01-24	Human	2011-01-24	China	N/A	153-Henan-2011
KM260029	212-Henan-2013	N/A	2013-02-13	Human	2013-02-13	China	N/A	212-Henan-2013
KM260030	229-Henan-2013	N/A	2013-02-13	Human	2013-02-13	China	N/A	229-Henan-2013
KM260035	2-Henan-2014	N/A	2014-01-05	Human	2014-01-05	China	N/A	2-Henan-2014
KM260040	9-Henan-2014	N/A	2014-01-05	Human	2014-01-05	China	N/A	9-Henan-2014
KM260042	13-Henan-2014	N/A	2014-01-05	Human	2014-01-05	China	N/A	13-Henan-2014
KM260049	21-Henan-2014	N/A	2014-01-05	Human	2014-01-05	China	N/A	21-Henan-2014
KM288735	06-2009	N/A	2009-06-18	Human	2009-06-18	China	A	06-2009
KM288750	HN-09-Anyang-223	N/A	2009-06-18	Human	2009-06-18	China	A	HN-09-Anyang-223
KM408439	isolate 14Zhenjiang2010	N/A	2010-07	Human	2010-07	China	N/A	isolate14Zhenjiang2010
KM408450	isolate 06Zhenjiang2011	N/A	2011-07	Human	2011-07	China	N/A	isolate06Zhenjiang2011
KM408455	isolate 11Zhenjiang2011	N/A	2011-07	Human	2011-07	China	N/A	isolate11Zhenjiang2011
KM408465	isolate 03Zhenjiang2013	N/A	2013-07	Human	2013-07	China	N/A	isolate03Zhenjiang2013
KM408468	isolate 06Zhenjiang2013	N/A	2013-07	Human	2013-07	China	N/A	isolate06Zhenjiang2013
KX372329	SiICRC05/TH/2014	N/A	2014-02-12	Human	2014-02-12	Thailand	N/A	SiICRC05/TH/2014
KP005794	JB141310009-EV71	N/A	2013-06	Human	2013-06	China	N/A	JB141310009-EV71
KP005810	JB141330037-EV71	N/A	2013-04	Human	2013-04	China	N/A	JB141330037-EV71
KP005817	JB141330085-EV71	N/A	2013-05	Human	2013-05	China	N/A	JB141330085-EV71
KP005819	JB141330094-EV71	N/A	2013-05	Human	2013-05	China	N/A	JB141330094-EV71
KP005823	JB141330150-EV71	N/A	2013-06	Human	2013-06	China	N/A	JB141330150-EV71
KP005828	JB141330230-EV71	N/A	2013-07	Human	2013-07	China	N/A	JB141330230-EV71
KP113684	B5-01485-TW-2012	N/A	2012-04-28	Human	2012-04-28	Taiwan	B5	B5-01485-TW-2012
KP137024	Sh095/CHN/2012	N/A	2012	Human	2012	China	C4	Sh095/CHN/2012
KP137029	Sh175/CHN/2012	N/A	2012	Human	2012	China	C4	Sh175/CHN/2012
KP137031	Sh213/CHN/2012	N/A	2012	Human	2012	China	C4	Sh213/CHN/2012
KP137032	Sh226/CHN/2012	N/A	2012	Human	2012	China	C4	Sh226/CHN/2012
KP171505	163/NC/CHN/2014	N/A	2014-07-02	Human	2014-07-02	China	N/A	163/NC/CHN/2014
