accession	name	segment	date	host	country	abbreviation	virus	strain
KX372309	Siriraj01/TH/08		2008-07-11	Human	2008-07-11	Thailand		Siriraj01/TH/08
KX372315	SiICRC02/TH/2012		2012-07-23	Human	2012-07-23	Thailand		SiICRC02/TH/2012
KX372332	SiICRC08/TH/2014		2014-08-20	Human	2014-08-20	Thailand		SiICRC08/TH/2014
KX752783	Jinan/SD/CHN/2015		2015-07-24	Human	2015-07-24	China		Jinan/SD/CHN/2015
KY582572	EV71-MZ		2015-04-01	Human	2015-04-01	China	C4	EV71-MZ
AB550339	75-Yamagata-LPS1		20XX-XX-XX	Unknown	N/a	Japan		75-Yamagata-LPS1
AB550341	KED005-LPS2		20XX-XX-XX	Unknown	N/a	Malaysia		KED005-LPS2
AF136379	NCKU9822		20XX-XX-XX	Unknown	N/a			NCKU9822
AJ586873	EV71/9/97/SHA89		20XX-XX-XX	Unknown	N/a	Malaysia		EV71/9/97/SHA89
AM396584	ENT/PM/SHA52		20XX-XX-XX	Unknown	N/a	Malaysia		ENT/PM/SHA52
AM396586	EV71/SAR/SHA66		20XX-XX-XX	Unknown	N/a	Malaysia		EV71/SAR/SHA66
DQ133458	984		2004-XX-XX	Unknown	2004	Taiwan		984
DQ133459	1235		2004-XX-XX	Unknown	2004	Taiwan		1235
EU753375	521-18S/SD/CHN/07		2007-05-21	Human	2007-05-21	China		521-18S/SD/CHN/07
FJ357377	S0296-TW00		2000-XX-XX	Human	2000	Taiwan		S0296-TW00
FJ357379	236-TW86		1986-XX-XX	Human	1986	Taiwan		236-TW86
FJ357384	266-TW86		1986-XX-XX	Human	1986	Taiwan		266-TW86
FJ607336	28/SHENZHEN/08/China/HFMD/2008		2008-05-XX	Human	2008-05	China		28/SHENZHEN/08/China/HFMD/2008
FJ828519	BJ08		2008-XX-XX	Human	2008	China	C4	BJ08
GQ231934	TW/70811/08		20XX-XX-XX	Human	N/a	Taiwan		TW/70811/08
GQ231935	TW/70886/08		20XX-XX-XX	Human	N/a	Taiwan		TW/70886/08
GQ231939	TW/71595/04		20XX-XX-XX	Human	N/a	Taiwan		TW/71595/04
GQ279370	SZ/HK08-6		2008-05-XX	Human	2008-05	China		SZ/HK08-6
GQ994988	Anhui1-09-China		2009-04-XX	Human	2009-04	China	C4	Anhui1-09-China
GU196833	Henan1-09-China		2009-04-XX	Human	2009-04	China		Henan1-09-China
GU198371	FY08-C30-P14		2008-05-XX	Human	2008-05	China		FY08-C30-P14
GU366191	Henan10-08-China		2008-04-XX	Human	2008-04	China		Henan10-08-China
HM002484	BJ67		2008-05-07	Human	2008-05-07	China		BJ67
HM002485	BJ97		2008-05-25	Human	2008-05-25	China		BJ97
HM622391	2008-00643		2008-XX-XX	Human	2008	Taiwan		2008-00643
HQ424435	127018		2010-04-27	Human	2010-04-27	Greece		127018
HQ647168	EV92_07		2007-08-XX	Human	2007-08	Canada		EV92_07
HQ647171	EV141_06		2006-08-XX	Human	2006-08	Canada		EV141_06
HQ694985	MZ2008		2008-05-05	Human	2008-05-05	China		MZ2008
HQ825317	EV71/JN200804		2008-07-XX	Human	2008-07	China		EV71/JN200804
JF820313	LCH02		2010-01-XX	Human	2010-01	China	C4	LCH02
JF820314	BJ02		2010-02-XX	Human	2010-02	China	C4	BJ02
JF820315	AH01		2010-03-XX	Human	2010-03	China		AH01
JN256060	G333-972F/HeN/CHN/2009		20XX-XX-XX	Human	N/a	China	C4a	G333-972F/HeN/CHN/2009
JN864018	EV71/Ningbo.CHN/001/2010		2010-XX-XX	Human	2010	China	C4	EV71/Ningbo.CHN/001/2010
JN964686	EV71/Xiamen/2009		2009-XX-XX	Human	2009	China		EV71/Xiamen/2009
JQ280307	3149		2008-XX-XX	Human	2008	Taiwan		3149
JQ742001	AFP2001064/EV71/GX/CHN/2001		2001-04-XX	Human	2001-04	China	71	AFP2001064/EV71/GX/CHN/2001
JQ742002	AFP2001071/EV71/GX/CHN/2001		2001-04-XX	Human	2001-04	China	71	AFP2001071/EV71/GX/CHN/2001
JX244182	SDLY1		2009-XX-XX	Human	2009	China		SDLY1
KC414134	JiLin-11-China		2011-08-15	Human	2011-08-15	China	71	JiLin-11-China
KF826491	TZ06		2012-03-26	Human	2012-03-26	China	C4	TZ06
KJ686253	EV71/Homo sapiens/VNM/159/2012		2012-06-29	Human	2012-06-29	Viet Nam		EV71/Homosapiens/VNM/159/2012
KT354866	N1745-TW08/VP1-D164E		2011-07-01	Human	2011-07-01	Taiwan		N1745-TW08/VP1-D164E
KX197455	HFM005		2012-07-08	Human	2012-07-08	Cambodia	C4a	HFM005
KY014078	617-19		2008-09-10	Human	2008-09-10	China		617-19
LC321991	31170112		2017-XX-XX	Human	2017	Japan		31170112
LC506516	2065-Yamagata-2004		2004-XX-XX	Human	2004	Japan		2065-Yamagata-2004
LC626875	N362-Sendai-2012		2012-XX-XX	Human	2012	Japan		N362-Sendai-2012
LC626888	K367-Sendai-2003		2003-XX-XX	Human	2003	Japan		K367-Sendai-2003
LC626896	1934-Yamagata-2003		2003-XX-XX	Unknown	2003	Japan		1934-Yamagata-2003
LC626897	114-Yamagata-2007		2007-XX-XX	Human	2007	Japan		114-Yamagata-2007
LC627071	15NHP088		2015-XX-XX	Human	2015	Viet Nam		15NHP088
LC627076	15NHP157		2015-XX-XX	Human	2015	Viet Nam		15NHP157
LC627083	16NHP456		2016-XX-XX	Human	2016	Viet Nam		16NHP456
LC627088	16NHP417		2016-XX-XX	Human	2016	Viet Nam		16NHP417
LR027525	10	COC259064	FRA16		N/a	Unknown		10
MF405075	EV71/SZ08/CHN/2013		2013-05-XX	Human	2013-05	China	C4	EV71/SZ08/CHN/2013
MG367600	DK16-06		2016-06-XX	Human	2016-06	Denmark	C	DK16-06
MG756702	TW-70521-2005		2005-XX-XX	Human	2005	Taiwan		TW-70521-2005
MG756710	TW-71379-2008		2008-XX-XX	Human	2008	Taiwan		TW-71379-2008
MG756718	TW-02182-2010		2010-XX-XX	Human	2010	Taiwan		TW-02182-2010
MG756720	TW-02659-2011		2011-XX-XX	Human	2011	Taiwan		TW-02659-2011
MG756724	TW-00073-2012		2012-XX-XX	Human	2012	Taiwan		TW-00073-2012
MG756729	TW-01414-2012		2012-XX-XX	Human	2012	Taiwan		TW-01414-2012
MG773123	Huainan201402		2014-XX-XX	Human	2014	China		Huainan201402
MH484069	11N		2016-XX-XX	Human	2016	Spain		11N
MH511184	100-p17-T2		2017-08-10	Unknown	2017-08-10	China	C4	100-p17-T2
MH511185	100-p17-T3		2017-08-10	Unknown	2017-08-10	China	C4	100-p17-T3
MH511193	100-p36-T2		2017-08-10	Unknown	2017-08-10	China	C4	100-p36-T2
MH716251	C4-4		2014-09-09	Human	2014-09-09	Viet Nam	C4	C4-4
MH716254	C4-7		2014-11-05	Human	2014-11-05	Viet Nam	C4	C4-7
MH716257	C4-10		2014-10-13	Human	2014-10-13	Viet Nam	C4	C4-10
MH716293	B5-36		2013-07-19	Human	2013-07-19	Viet Nam	B5	B5-36
MH716311	B5-54		2013-10-21	Human	2013-10-21	Viet Nam	B5	B5-54
MH716318	B5-61		2013-10-28	Human	2013-10-28	Viet Nam	B5	B5-61
MH716323	B5-66		2013-11-11	Human	2013-11-11	Viet Nam	B5	B5-66
MH716327	B5-70		2014-08-29	Human	2014-08-29	Viet Nam	B5	B5-70
MH716336	B5-79		2014-10-02	Human	2014-10-02	Viet Nam	B5	B5-79
MH716347	B5-90		2015-03-18	Human	2015-03-18	Viet Nam	B5	B5-90
MH716357	B5-100		2014-06-12	Human	2014-06-12	Viet Nam	B5	B5-100
MH716358	B5-101		2014-06-18	Human	2014-06-18	Viet Nam	B5	B5-101
MH716368	B5-111		2013-11-27	Human	2013-11-27	Viet Nam	B5	B5-111
MH716384	B5-127		2014-03-18	Human	2014-03-18	Viet Nam	B5	B5-127
MH716392	B5-135		2013-10-15	Human	2013-10-15	Viet Nam	B5	B5-135
MK697678	Sydney60		2013-05-XX	Human	2013-05	Australia		Sydney60
MK697685	Sydney30		2013-03-XX	Human	2013-03	Australia		Sydney30
MK697690	Sydney14		2013-04-XX	Human	2013-04	Australia		Sydney14
MK697691	Sydney11		2013-05-XX	Human	2013-05	Australia		Sydney11
MN053431	6-1500-4		2006-XX-XX	Human	2006	Malaysia	B5	6-1500-4
MN629889	CMC718		2012-08-XX	Human	2012-08	South Korea		CMC718
MT081373	USA/2018-23296		2018-XX-XX	Human	2018	USA		USA/2018-23296
MT241236	TLLbeta-P20		2011-XX-XX	Unknown	2011	Singapore		TLLbeta-P20
MT241237	eTLLbeta-P20		2013-XX-XX	Unknown	2013	Singapore		eTLLbeta-P20
MT360990	F23		2008-XX-XX	Unknown	2008	Taiwan	B5	F23
MW655540	EVA71/KM18B/Kunming/CHN/2019		2019-09-XX	Human	2019-09	China	C4a	EVA71/KM18B/Kunming/CHN/2019
DQ341360	J115-MAL-01		20XX-XX-XX	Unknown	N/a	Malaysia		J115-MAL-01
JN864023	EV71/Ningbo.CHN/103/2009		2010-XX-XX	Human	2010	China	C4	EV71/Ningbo.CHN/103/2009
JX986739	Wuhan1143/HuB/CHN/2011		2011-XX-XX	Human	2011	China	C4	Wuhan1143/HuB/CHN/2011
KF974781	M665-TW08		2008-XX-XX	Human	2008	Taiwan		M665-TW08
KF974788	M1656-TW08		2008-XX-XX	Human	2008	Taiwan		M1656-TW08
KF982854	DL71		2012-10-18	Human	2012-10-18	China		DL71
KJ004558	EV71/GD10-7/2010		2010-XX-XX	Human	2010	China	C4	EV71/GD10-7/2010
KJ686136	EV71/Homo sapiens/VNM/235/2011		2011-12-04	Human	2011-12-04	Viet Nam		EV71/Homosapiens/VNM/235/2011
KJ686140	EV71/Homo sapiens/VNM/180/2012		2012-11-23	Human	2012-11-23	Viet Nam		EV71/Homosapiens/VNM/180/2012
KJ686156	EV71/Homo sapiens/VNM/111/2012		2012-03-31	Human	2012-03-31	Viet Nam		EV71/Homosapiens/VNM/111/2012
KJ686158	EV71/Homo sapiens/VNM/13/2011		2011-10-11	Human	2011-10-11	Viet Nam		EV71/Homosapiens/VNM/13/2011
KJ686172	EV71/Homo sapiens/VNM/247/2011		2011-12-14	Human	2011-12-14	Viet Nam		EV71/Homosapiens/VNM/247/2011
KJ686181	EV71/Homo sapiens/VNM/101/2012		2012-03-27	Human	2012-03-27	Viet Nam		EV71/Homosapiens/VNM/101/2012
KJ686183	EV71/Homo sapiens/VNM/6/2011		2011-09-26	Human	2011-09-26	Viet Nam		EV71/Homosapiens/VNM/6/2011
KJ686188	EV71/Homo sapiens/VNM/32/2011		2011-11-27	Human	2011-11-27	Viet Nam		EV71/Homosapiens/VNM/32/2011
KJ686195	EV71/Homo sapiens/VNM/103/2012		2012-03-27	Human	2012-03-27	Viet Nam		EV71/Homosapiens/VNM/103/2012
KJ686205	EV71/Homo sapiens/VNM/114/2012		2012-04-07	Human	2012-04-07	Viet Nam		EV71/Homosapiens/VNM/114/2012
KJ686211	EV71/Homo sapiens/VNM/174/2012		2012-11-02	Human	2012-11-02	Viet Nam		EV71/Homosapiens/VNM/174/2012
KJ686213	EV71/Homo sapiens/VNM/66/2012		2012-02-14	Human	2012-02-14	Viet Nam		EV71/Homosapiens/VNM/66/2012
KJ686215	EV71/Homo sapiens/VNM/221/2011		2011-11-22	Human	2011-11-22	Viet Nam		EV71/Homosapiens/VNM/221/2011
KJ686230	EV71/Homo sapiens/VNM/195/2011		2011-10-07	Human	2011-10-07	Viet Nam		EV71/Homosapiens/VNM/195/2011
KJ686260	EV71/Homo sapiens/VNM/36/2011		2011-12-16	Human	2011-12-16	Viet Nam		EV71/Homosapiens/VNM/36/2011
KJ686264	EV71/Homo sapiens/VNM/177/2012		2012-11-07	Human	2012-11-07	Viet Nam		EV71/Homosapiens/VNM/177/2012
KJ686272	EV71/Homo sapiens/VNM/242/2011		2011-12-06	Human	2011-12-06	Viet Nam		EV71/Homosapiens/VNM/242/2011
KJ686273	EV71/Homo sapiens/VNM/243/2011		2011-12-07	Human	2011-12-07	Viet Nam		EV71/Homosapiens/VNM/243/2011
KJ686274	EV71/Homo sapiens/VNM/49/2012		2012-01-17	Human	2012-01-17	Viet Nam		EV71/Homosapiens/VNM/49/2012
KJ686279	EV71/Homo sapiens/VNM/246/2011		2011-12-13	Human	2011-12-13	Viet Nam		EV71/Homosapiens/VNM/246/2011
KJ686289	EV71/Homo sapiens/VNM/134/2012		2012-04-25	Human	2012-04-25	Viet Nam		EV71/Homosapiens/VNM/134/2012
KJ686303	EV71/Homo sapiens/VNM/34/2011		2011-12-08	Human	2011-12-08	Viet Nam		EV71/Homosapiens/VNM/34/2011
KJ686304	EV71/Homo sapiens/VNM/216/2011		2011-11-12	Human	2011-11-12	Viet Nam		EV71/Homosapiens/VNM/216/2011
KM508794	TLLcho		20XX-XX-XX	Unknown	N/a			TLLcho
KP274874	Taipei/C4-Y100-P4/2011		2011-03-05	Human	2011-03-05	Taiwan		Taipei/C4-Y100-P4/2011
KP289422	EV71/P16/2013/China		2013-XX-XX	Human	2013	China		EV71/P16/2013/China
KP289426	EV71/P40/2013/China		2013-XX-XX	Human	2013	China		EV71/P40/2013/China
KP289427	EV71/P454/2013/China		2013-XX-XX	Human	2013	China		EV71/P454/2013/China
KP308411	EV71/Homo sapiens/KHM/351/2012		2012-07-14	Human	2012-07-14	Cambodia		EV71/Homosapiens/KHM/351/2012
KP308415	EV71/Homo sapiens/KHM/269/2012		2012-07-28	Human	2012-07-28	Cambodia		EV71/Homosapiens/KHM/269/2012
KP308419	EV71/Homo sapiens/KHM/352/2012		2012-07-14	Human	2012-07-14	Cambodia		EV71/Homosapiens/KHM/352/2012
KP308432	EV71/Homo sapiens/KHM/272/2012		2012-07-29	Human	2012-07-29	Cambodia		EV71/Homosapiens/KHM/272/2012
KP308440	EV71/Homo sapiens/KHM/375/2012		2012-07-16	Human	2012-07-16	Cambodia		EV71/Homosapiens/KHM/375/2012
KP308454	EV71/Homo sapiens/KHM/371/2012		2012-07-14	Human	2012-07-14	Cambodia		EV71/Homosapiens/KHM/371/2012
KP308457	EV71/Homo sapiens/KHM/382/2012		2012-06-17	Human	2012-06-17	Cambodia		EV71/Homosapiens/KHM/382/2012
KP691644	03-0-002		2013-11-06	Unknown	2013-11-06	Viet Nam		03-0-002
KP691653	02-0-035		2013-09-11	Unknown	2013-09-11	Viet Nam		02-0-035
KP691656	02-0-068		2013-10-28	Unknown	2013-10-28	Viet Nam		02-0-068
KP691660	02-1-067		2013-10-28	Unknown	2013-10-28	Viet Nam		02-1-067
KP691663	02-0-049		2013-09-25	Unknown	2013-09-25	Viet Nam		02-0-049
KT345960	15/EV71/Wenzhou/CHN/2014		2014-06-02	Human	2014-06-02	China	C4a	15/EV71/Wenzhou/CHN/2014
KU641501	37507/TH/DE 2015		2015-08-XX	Human	2015-08	Germany	A71	37507/TH/DE2015
KX372324	SiICRC02/TH/2013		2013-01-07	Human	2013-01-07	Thailand		SiICRC02/TH/2013
KX372325	SilCRC03/TH/2013		2013-08-15	Human	2013-08-15	Thailand		SilCRC03/TH/2013
KX372328	SiICRC01/TH/2014		2014-01-10	Human	2014-01-10	Thailand		SiICRC01/TH/2014
KY014079	617-20		2008-09-10	Human	2008-09-10	China		617-20
KY014080	839		2008-11-17	Human	2008-11-17	China		839
KY315729	SD004R/Shandong/China/2015		2015-07-20	Human	2015-07-20	China	A71	SD004R/Shandong/China/2015
KY425527	CSF15/YN/CHN/2013		2013-05-11	Human	2013-05-11	China		CSF15/YN/CHN/2013
KY888025	USA/2016/19519		2016-XX-XX	Human	2016	USA		USA/2016/19519
MF973167	7D3		20XX-XX-XX	Human	N/a	USA		7D3
MG367598	DK16-04		2016-05-XX	Human	2016-05	Denmark	C	DK16-04
MG672478	NER-13-194		20XX-XX-XX	Unknown	N/a	Niger	A71	NER-13-194
MG976581	USA/AK/2016-19516		2016-XX-XX	Human	2016	USA		USA/AK/2016-19516
MG976582	Taiwan/1998-20998		1998-XX-XX	Human	1998	Taiwan		Taiwan/1998-20998
HQ424437	128135		2010-06-08	Human	2010-06-08	Greece		128135
LC506513	N772-Sendai-2006		2006-XX-XX	Human	2006	Japan		N772-Sendai-2006
LC506514	Y90-3896		1990-XX-XX	Human	1990	Japan		Y90-3896
LR027524	09	PMB250102	FRA16		N/a	Unknown		09
LR027536	15	VSV286032	FRA16		N/a	Unknown		15
LT719064	MAD-7842-10		2010-XX-XX	Human	2010	Madagascar		MAD-7842-10
MF662691	R6/YN/CHN/2011		2011-06-07	Human	2011-06-07	China		R6/YN/CHN/2011
MG756692	TW-02392-2016		2016-XX-XX	Human	2016	Taiwan		TW-02392-2016
MG756694	TW-51031-2015		2015-XX-XX	Human	2015	Taiwan		TW-51031-2015
MG756700	TW-02876-2005		2005-XX-XX	Human	2005	Taiwan		TW-02876-2005
MG756705	TW-72043-2007		2007-XX-XX	Human	2007	Taiwan		TW-72043-2007
MG756707	TW-02722-2008		2008-XX-XX	Human	2008	Taiwan		TW-02722-2008
MG756716	TW-01387-2010		2010-XX-XX	Human	2010	Taiwan		TW-01387-2010
MG756739	TW-02369-2012		2012-XX-XX	Human	2012	Taiwan		TW-02369-2012
MG756750	TW-51010-2012		2012-XX-XX	Human	2012	Taiwan		TW-51010-2012
MH511188	100-p31-T3		2017-08-10	Unknown	2017-08-10	China	C4	100-p31-T3
MH511197	101-p17-T1		2017-08-10	Unknown	2017-08-10	China	C4	101-p17-T1
MH511199	101-p17-T3		2017-08-10	Unknown	2017-08-10	China	C4	101-p17-T3
MH511205	101-p35-T3		2017-08-10	Unknown	2017-08-10	China	C4	101-p35-T3
MH511208	101-p36-T3		2017-08-10	Unknown	2017-08-10	China	C4	101-p36-T3
MH716267	B5-10		2014-11-30	Human	2014-11-30	Viet Nam	B5	B5-10
MH716282	B5-25		2014-04-10	Human	2014-04-10	Viet Nam	B5	B5-25
MH716287	B5-30		2014-11-21	Human	2014-11-21	Viet Nam	B5	B5-30
MH716294	B5-37		2013-11-06	Human	2013-11-06	Viet Nam	B5	B5-37
MH716296	B5-39		2013-11-13	Human	2013-11-13	Viet Nam	B5	B5-39
MH716304	B5-47		2014-11-03	Human	2014-11-03	Viet Nam	B5	B5-47
MH716306	B5-49		2015-03-18	Human	2015-03-18	Viet Nam	B5	B5-49
MH716317	B5-60		2014-04-15	Human	2014-04-15	Viet Nam	B5	B5-60
MH716321	B5-64		2014-10-29	Human	2014-10-29	Viet Nam	B5	B5-64
MH716324	B5-67		2014-07-17	Human	2014-07-17	Viet Nam	B5	B5-67
MH716344	B5-87		2013-08-05	Human	2013-08-05	Viet Nam	B5	B5-87
MH716355	B5-98		2014-07-28	Human	2014-07-28	Viet Nam	B5	B5-98
MH716360	B5-103		2014-12-04	Human	2014-12-04	Viet Nam	B5	B5-103
MH716361	B5-104		2014-09-10	Human	2014-09-10	Viet Nam	B5	B5-104
MH716370	B5-113		2014-04-08	Human	2014-04-08	Viet Nam	B5	B5-113
MH716375	B5-118		2014-11-04	Human	2014-11-04	Viet Nam	B5	B5-118
MH716377	B5-120		2014-11-27	Human	2014-11-27	Viet Nam	B5	B5-120
MH716380	B5-123		2014-03-14	Human	2014-03-14	Viet Nam	B5	B5-123
MH716381	B5-124		2013-10-06	Human	2013-10-06	Viet Nam	B5	B5-124
MH716389	B5-132		2013-10-16	Human	2013-10-16	Viet Nam	B5	B5-132
MH716393	B5-136		2013-08-19	Human	2013-08-19	Viet Nam	B5	B5-136
MK028135	RA330/YN/CHN/2009		2009-04-06	Human	2009-04-06	China		RA330/YN/CHN/2009
MK697679	Sydney57		2013-04-XX	Human	2013-04	Australia		Sydney57
MK697680	Sydney56		2013-04-XX	Human	2013-04	Australia		Sydney56
MK697694	Sydney03		2013-05-XX	Human	2013-05	Australia		Sydney03
MN053430	SB6-1048-2		2006-XX-XX	Human	2006	Malaysia	B5	SB6-1048-2
MN053433	SB6-1004-3		2006-XX-XX	Human	2006	Malaysia	B5	SB6-1004-3
MN749161	10S5		2013-XX-XX	Human	2013	USA		10S5
MN966518	413-C2/YN/CHN/2016		2016-07-01	Human	2016-07-01	China	A71	413-C2/YN/CHN/2016
MT360984	F1		2008-XX-XX	Unknown	2008	Taiwan	B5	F1
MT360996	No.23		2008-XX-XX	Unknown	2008	Taiwan	B5	No.23
