accession	name	segment	date	host	country	abbreviation	virus	strain
MH716295	B5-38		2013-11-21	Human	2013-11-21	Viet Nam	B5	B5-38
MH716300	B5-43		2015-01-17	Human	2015-01-17	Viet Nam	B5	B5-43
MH716301	B5-44		2013-12-11	Human	2013-12-11	Viet Nam	B5	B5-44
MH716309	B5-52		2013-11-28	Human	2013-11-28	Viet Nam	B5	B5-52
MH716314	B5-57		2014-04-01	Human	2014-04-01	Viet Nam	B5	B5-57
MH716315	B5-58		2014-06-11	Human	2014-06-11	Viet Nam	B5	B5-58
MH716316	B5-59		2014-04-15	Human	2014-04-15	Viet Nam	B5	B5-59
MH716320	B5-63		2013-09-04	Human	2013-09-04	Viet Nam	B5	B5-63
MH716326	B5-69		2014-09-26	Human	2014-09-26	Viet Nam	B5	B5-69
MH716332	B5-75		2013-11-14	Human	2013-11-14	Viet Nam	B5	B5-75
MH716335	B5-78		2014-09-11	Human	2014-09-11	Viet Nam	B5	B5-78
MH716345	B5-88		2013-09-18	Human	2013-09-18	Viet Nam	B5	B5-88
MH716346	B5-89		2013-11-25	Human	2013-11-25	Viet Nam	B5	B5-89
MH716348	B5-91		2014-10-02	Human	2014-10-02	Viet Nam	B5	B5-91
MH716351	B5-94		2015-03-21	Human	2015-03-21	Viet Nam	B5	B5-94
MH716352	B5-95		2014-08-21	Human	2014-08-21	Viet Nam	B5	B5-95
MH716363	B5-106		2014-04-17	Human	2014-04-17	Viet Nam	B5	B5-106
MH716367	B5-110		2013-10-16	Human	2013-10-16	Viet Nam	B5	B5-110
MH716376	B5-119		2014-11-27	Human	2014-11-27	Viet Nam	B5	B5-119
MH716387	B5-130		2013-10-25	Human	2013-10-25	Viet Nam	B5	B5-130
MK307350	S104a		20XX-XX-XX	Human	N/a	China	C4	S104a
MK307358	S1226a		20XX-XX-XX	Human	N/a	China	C4	S1226a
MK307367	S2544B		20XX-XX-XX	Human	N/a	China	C4	S2544B
MK307370	S937B		20XX-XX-XX	Human	N/a	China	C4	S937B
MK307375	S1675B		20XX-XX-XX	Human	N/a	China	C4	S1675B
MK307379	S2029b		20XX-XX-XX	Human	N/a	China	C4	S2029b
MK307383	S3071a		20XX-XX-XX	Human	N/a	China	C4	S3071a
MK307400	S2578a		20XX-XX-XX	Human	N/a	China	C4	S2578a
MK307403	S2301a		20XX-XX-XX	Human	N/a	China	C4	S2301a
MK307408	S2735B		20XX-XX-XX	Human	N/a	China	C4	S2735B
MK307413	S2468a		20XX-XX-XX	Human	N/a	China	C4	S2468a
MK357106	EVA71/JN436/CHN/2018		2018-12-23	Human	2018-12-23	China	A71	EVA71/JN436/CHN/2018
MK357113	EVA71/JN167/CHN/2018		2018-04-24	Human	2018-04-24	China	A71	EVA71/JN167/CHN/2018
MK791153	K17245		2018-08-27	Human	2018-08-27	China		K17245
MK838983	0070_WZH_GX_CHN_2017		2017-XX-XX	Human	2017	China		0070_WZH_GX_CHN_2017
MK838991	0094_WZH_GX_CHN_2017		2017-XX-XX	Human	2017	China		0094_WZH_GX_CHN_2017
MK838995	0124_WZH_GX_CHN_2017		2017-XX-XX	Human	2017	China		0124_WZH_GX_CHN_2017
MK838999	0263_WZH_GX_CHN_2017		2017-XX-XX	Human	2017	China		0263_WZH_GX_CHN_2017
MK839018	0486_WZH_GX_CHN_2017		2017-XX-XX	Human	2017	China		0486_WZH_GX_CHN_2017
MK977637	NPEV15-02-101		2015-XX-XX	Human	2015	Philippines		NPEV15-02-101
MK977640	NPEV15-03-093		2015-XX-XX	Human	2015	Philippines		NPEV15-03-093
MN397842	36164/MV/DE/2013		2013-XX-XX	Human	2013	Germany	A71	36164/MV/DE/2013
MN397852	40669/MV/DE/2013		2013-XX-XX	Human	2013	Germany	A71	40669/MV/DE/2013
MN397864	51105/NW/DE/2018		2018-XX-XX	Human	2018	Germany	A71	51105/NW/DE/2018
MN397866	51661/BE/DE/2018		2018-XX-XX	Human	2018	Germany	A71	51661/BE/DE/2018
MN397871	51781/HH/DE/2018		2018-XX-XX	Human	2018	Germany	A71	51781/HH/DE/2018
MN397884	53289/BW/DE/2019		2019-XX-XX	Human	2019	Germany	A71	53289/BW/DE/2019
MN397887	53370/NW/DE/2019		2019-XX-XX	Human	2019	Germany	A71	53370/NW/DE/2019
MN397896	990037/NI/DE/2019		2019-XX-XX	Human	2019	Germany	A71	990037/NI/DE/2019
MN397905	990616/NI/DE/2018		2018-XX-XX	Human	2018	Germany	A71	990616/NI/DE/2018
MN938507	1217F1EVA71		2017-XX-XX	Human	2017	China	C4	1217F1EVA71
MN938512	1356Y1EVA71		2017-XX-XX	Human	2017	China	C4	1356Y1EVA71
MN938521	1505Y1EVA71		2017-XX-XX	Human	2017	China	C4	1505Y1EVA71
MN938528	3105Y1EVA71		2017-XX-XX	Human	2017	China	C4	3105Y1EVA71
MN938532	3190G1EVA71		2017-XX-XX	Human	2017	China	C4	3190G1EVA71
MN938534	3200F1EVA71		2017-XX-XX	Human	2017	China	C4	3200F1EVA71
MN938535	3234F1EVA71		2017-XX-XX	Human	2017	China	C4	3234F1EVA71
MN938555	7265G1EVA71		2017-XX-XX	Human	2017	China	C4	7265G1EVA71
MN938557	7352F1EVA71		2017-XX-XX	Human	2017	China	C4	7352F1EVA71
MN938564	7548F1EVA71		2017-XX-XX	Human	2017	China	C4	7548F1EVA71
MN938569	7622Y1EVA71		2017-XX-XX	Human	2017	China	C4	7622Y1EVA71
MN938579	7911Y1EVA71		2017-XX-XX	Human	2017	China	C4	7911Y1EVA71
MN966517	413-C1/YN/CHN/2016		2016-07-26	Human	2016-07-26	China	A71	413-C1/YN/CHN/2016
MT081375	USA/2018-23298		2018-XX-XX	Human	2018	USA		USA/2018-23298
MT241235	TLLbeta		2011-XX-XX	Unknown	2011	Singapore		TLLbeta
MT258830	206/YN/2008AFP/		2008-XX-XX	Human	2008	China		206/YN/2008AFP/
MT258836	171/YN/2011AFP/		2011-XX-XX	Human	2011	China		171/YN/2011AFP/
MT258842	20/YN/2013AFP/		2013-XX-XX	Human	2013	China		20/YN/2013AFP/
MT258843	67/YN/2013AFP/		2013-XX-XX	Human	2013	China		67/YN/2013AFP/
MT258845	78/YN/2013AFP/		2013-XX-XX	Human	2013	China		78/YN/2013AFP/
MT258855	242/YN/2014AFP/		2014-XX-XX	Human	2014	China		242/YN/2014AFP/
MT258861	97/YN/2015AFP/		2015-XX-XX	Human	2015	China		97/YN/2015AFP/
MT258866	96/YN/2017AFP/		2017-XX-XX	Human	2017	China		96/YN/2017AFP/
MT360934	No.F10		2008-XX-XX	Unknown	2008	Taiwan	B5	No.F10
MT360935	No.F9		2008-XX-XX	Unknown	2008	Taiwan	B5	No.F9
MT360937	No.F7		2008-XX-XX	Unknown	2008	Taiwan	B5	No.F7
MT360953	No.31		2008-XX-XX	Unknown	2008	Taiwan	B5	No.31
MT360979	No.5		2008-XX-XX	Unknown	2008	Taiwan	B5	No.5
MT350137	JX2009-28-2-EV71		2009-03-XX	Human	2009-03	China		JX2009-28-2-EV71
MT350139	JX2010-3-EV71		2010-01-XX	Human	2010-01	China		JX2010-3-EV71
MT350150	JX2013-237-EV71		2013-03-XX	Human	2013-03	China		JX2013-237-EV71
MT350156	JX2014-397-EV71		2014-02-XX	Human	2014-02	China		JX2014-397-EV71
MT350163	JX2016-1432-EV71		2016-07-XX	Human	2016-07	China		JX2016-1432-EV71
MT348303	No.F4		2008-XX-XX	Unknown	2008	Taiwan	B5	No.F4
MT360985	F6		2008-XX-XX	Unknown	2008	Taiwan	B5	F6
MT708791	2019-EV-A71-431		2019-XX-XX	Human	2019	China		2019-EV-A71-431
MT708795	2019-EV-A71-1060		2019-XX-XX	Human	2019	China		2019-EV-A71-1060
MT708799	2019-EV-A71-R398		2019-XX-XX	Human	2019	China		2019-EV-A71-R398
MT708803	2019-EV-A71-R798		2019-XX-XX	Human	2019	China		2019-EV-A71-R798
MT747898	EV71-TW-4015-2019		2019-XX-XX	Human	2019	Taiwan	C1	EV71-TW-4015-2019
MT747902	EV71-TW-2792-2002		2002-XX-XX	Human	2002	Taiwan	B4	EV71-TW-2792-2002
AB059826	SK-EV006/Malaysia 97		20XX-XX-XX	Unknown	N/a	Malaysia		SK-EV006/Malaysia97
AB081343	V-4014/EV71/Kanagawa/1983		20XX-XX-XX	Human	N/a	Japan		V-4014/EV71/Kanagawa/1983
AB081344	V-4083/EV71/Kanagawa/1983		20XX-XX-XX	Human	N/a	Japan		V-4083/EV71/Kanagawa/1983
AB081365	V-8413/EV71/Kanagawa/1989		20XX-XX-XX	Human	N/a	Japan		V-8413/EV71/Kanagawa/1989
AB094049	K211/Hiroshima/95		20XX-XX-XX	Unknown	N/a	Japan		K211/Hiroshima/95
AB094059	SRC345/Hiroshima/01		20XX-XX-XX	Unknown	N/a	Japan		SRC345/Hiroshima/01
LC375766	2716-Yamagata-03		2003-XX-XX	Human	2003	Japan		2716-Yamagata-03
AB213617	957-Yamagata-99		20XX-XX-XX	Unknown	N/a	Japan	Enterovirus type 71	957-Yamagata-99
AB213623	962-Yamagata-00		20XX-XX-XX	Unknown	N/a	Japan	Enterovirus type 71	962-Yamagata-00
AB213634	946-Yamagata-03		20XX-XX-XX	Unknown	N/a	Japan	Enterovirus type 71	946-Yamagata-03
AB433868	Y97-1055		20XX-XX-XX	Unknown	N/a	Japan	71	Y97-1055
AB433882	1571-Yamagata-07		20XX-XX-XX	Unknown	N/a	Japan	71	1571-Yamagata-07
AB433883	1667-Yamagata-07		20XX-XX-XX	Unknown	N/a	Japan	71	1667-Yamagata-07
AB433886	1693-Yamagata-07		20XX-XX-XX	Unknown	N/a	Japan	71	1693-Yamagata-07
AB433890	1827-Yamagata-07		20XX-XX-XX	Unknown	N/a	Japan	71	1827-Yamagata-07
AB524167	1134		1991-XX-XX	Unknown	1991	Netherlands		1134
AB491214	10866		1973-XX-XX	Unknown	1973	Netherlands		10866
AB524287	11130		1971-XX-XX	Unknown	1971	Netherlands		11130
AB524109	16949		1972-XX-XX	Unknown	1972	Netherlands		16949
AB524120	9811		1973-XX-XX	Unknown	1973	Netherlands		9811
AB524298	12991		1986-XX-XX	Unknown	1986	Netherlands		12991
AB524155	3948		1986-XX-XX	Unknown	1986	Netherlands		3948
AB524158	5640		1986-XX-XX	Unknown	1986	Netherlands		5640
AB524171	13108		1992-XX-XX	Unknown	1992	Netherlands		13108
AB524175	14830		1990-XX-XX	Unknown	1990	Netherlands		14830
AB524204	6542		1992-XX-XX	Unknown	1992	Netherlands		6542
AB524213	9559		1994-XX-XX	Unknown	1994	Netherlands		9559
AB524215	9964		1991-XX-XX	Unknown	1991	Netherlands		9964
AB524224	1906		2007-XX-XX	Unknown	2007	Netherlands		1906
AB524230	2223		2007-XX-XX	Unknown	2007	Netherlands		2223
AB491219	2527		2007-XX-XX	Unknown	2007	Netherlands		2527
AB524245	2656		2007-XX-XX	Unknown	2007	Netherlands		2656
AB575944	2769		2007-XX-XX	Unknown	2007	Netherlands		2769
AB524253	2788		2007-XX-XX	Unknown	2007	Netherlands		2788
AB524332	3890		2007-XX-XX	Unknown	2007	Netherlands		3890
AB524333	3973		1997-XX-XX	Unknown	1997	Netherlands		3973
AB524133	11471		1986-XX-XX	Unknown	1986	Netherlands		11471
AB575933	13459		1986-XX-XX	Unknown	1986	Netherlands		13459
AB575921	8304		1982-XX-XX	Unknown	1982	Netherlands		8304
AB524276	4236		1999-XX-XX	Unknown	1999	Netherlands		4236
AB524278	451		2000-XX-XX	Unknown	2000	Netherlands		451
AB524313	1034		2005-XX-XX	Unknown	2005	Netherlands		1034
AB665750	OC547-10		2010-XX-XX	Human	2010	Japan		OC547-10
AB115495	02363-Thai-02		20XX-XX-XX	Unknown	N/a	Thailand		02363-Thai-02
AB902838	EV71/Okinawa/173/2010		2010-07-XX	Human	2010-07	Japan		EV71/Okinawa/173/2010
AB902839	EV71/Okinawa/239/2010		2010-09-XX	Human	2010-09	Japan		EV71/Okinawa/239/2010
AB920413	EV71/Ishigaki/223/2013		2013-08-07	Human	2013-08-07	Japan		EV71/Ishigaki/223/2013
AB936458	1232-Yamagata-2003		20XX-XX-XX	Unknown	N/a	Japan		1232-Yamagata-2003
AB936470	2035-Yamagata-2003		20XX-XX-XX	Unknown	N/a	Japan		2035-Yamagata-2003
AB936471	1586-Yamagata-2003		20XX-XX-XX	Unknown	N/a	Japan		1586-Yamagata-2003
AB936474	1766-Yamagata-2003		20XX-XX-XX	Unknown	N/a	Japan		1766-Yamagata-2003
AB936484	1899-Yamagata-2003		20XX-XX-XX	Unknown	N/a	Japan		1899-Yamagata-2003
AB936507	148-Yamagata-2010		20XX-XX-XX	Unknown	N/a	Japan		148-Yamagata-2010
AB936531	1701-Yamagata-2012		20XX-XX-XX	Unknown	N/a	Japan		1701-Yamagata-2012
AB936532	1766-Yamagata-2012		20XX-XX-XX	Unknown	N/a	Japan		1766-Yamagata-2012
AB936539	2049-Yamagata-2012		20XX-XX-XX	Unknown	N/a	Japan		2049-Yamagata-2012
AB936554	2457-Yamagata-2012		20XX-XX-XX	Unknown	N/a	Japan		2457-Yamagata-2012
LC626874	1499-Yamagata-2013		2013-XX-XX	Unknown	2013	Japan		1499-Yamagata-2013
AF009524	7968-PA-87		20XX-XX-XX	Unknown	N/a			7968-PA-87
AF009530	7628-PA-87		20XX-XX-XX	Unknown	N/a			7628-PA-87
AF009552	1919-NM-94		20XX-XX-XX	Unknown	N/a			1919-NM-94
AF009558	9978-TX-89		20XX-XX-XX	Unknown	N/a			9978-TX-89
AF135873	2235-NY-77		20XX-XX-XX	Unknown	N/a			2235-NY-77
AF135877	2239-NY-77		20XX-XX-XX	Unknown	N/a			2239-NY-77
AF135882	2260-CA-86		20XX-XX-XX	Unknown	N/a			2260-CA-86
AF135908	0614-MAA-97 A3		20XX-XX-XX	Unknown	N/a			0614-MAA-97A3
AF135912	0754-MAA-97 262D		20XX-XX-XX	Unknown	N/a			0754-MAA-97262D
AF135918	2304-MAA-97		20XX-XX-XX	Unknown	N/a			2304-MAA-97
AF135935	0756-MAA-97		20XX-XX-XX	Unknown	N/a			0756-MAA-97
AF135956	9323-TX-89		20XX-XX-XX	Unknown	N/a			9323-TX-89
AF190566	1110-MAA-97		20XX-XX-XX	Unknown	N/a			1110-MAA-97
AF190572	1114-MAA-98		20XX-XX-XX	Unknown	N/a			1114-MAA-98
AF190575	1117-MAA-98		20XX-XX-XX	Unknown	N/a			1117-MAA-98
